Accession	Unnamed: 0	Organism_Name	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Length	Nuc_Completeness	Geo_Location	Country	USA	Host	Isolation_Source	date	BioSample	GenBank_Title	Division
MT863560.1	497	West Nile virus	?	Beck,C., Leparc Goffart,I., Franke,F., Gonzalez,G., Dumarest,M., Lowenski,S., Blanchard,Y., Lucas,P., Lamballerie,X., Grard,G., Durand,G.A., Zientara,S., Tapprest,J., L'Ambert,G., Durand,B., Desvaux,S., Lecollinet,S., de Lamballerie,X.	ANSES, Animal Health Laboratory, Maisons-Alfort	France	2020-11-17T00:00:00Z	6125/France/2018	Orthoflavivirus nilense	10997	complete	France	France	?	Buteo buteo	?	2018-09-08	?	West Nile virus isolate 6125/France/2018, complete genome	?
MT863559.1	496	West Nile virus	?	Beck,C., Leparc Goffart,I., Franke,F., Gonzalez,G., Dumarest,M., Lowenski,S., Blanchard,Y., Lucas,P., Lamballerie,X., Grard,G., Durand,G.A., Zientara,S., Tapprest,J., L'Ambert,G., Durand,B., Desvaux,S., Lecollinet,S., de Lamballerie,X.	ANSES, Animal Health Laboratory, Maisons-Alfort	France	2020-11-17T00:00:00Z	Akela/France/2015	Orthoflavivirus nilense	10923	complete	France	France	?	Equus caballus	?	2015-10-03	?	West Nile virus isolate Akela/France/2015, complete genome	?
DQ786573.1	3134	West Nile virus	?	Jourdain,E., Schuffenecker,I., Korimbocus,J., Reynard,S., Murri,S., Kayser,Y., Gauthier-Clerc,M., Sabatier,P., Zeller,H.G., Zeller,H.	Institut Pasteur, CNR Arbovirus	France	2007-07-01T00:00:00Z	France 407/04	Orthoflavivirus nilense	10938	partial	France	France	?	Pica pica	brain, cell	2004-10-21	?	West Nile virus isolate France 407/04 polyprotein gene, complete cds	?
DQ786572.1	3133	West Nile virus	?	Jourdain,E., Schuffenecker,I., Korimbocus,J., Reynard,S., Murri,S., Kayser,Y., Gauthier-Clerc,M., Sabatier,P., Zeller,H.G., Zeller,H.	Institut Pasteur, CNR Arbovirus	France	2007-07-01T00:00:00Z	France 405/04	Orthoflavivirus nilense	10938	partial	France	France	?	Passer domesticus	brain, cell	2004-10-18	?	West Nile virus isolate France 405/04 polyprotein gene, complete cds	?
MT863561.1	498	West Nile virus	?	Beck,C., Leparc Goffart,I., Franke,F., Gonzalez,G., Dumarest,M., Lowenski,S., Blanchard,Y., Lucas,P., Lamballerie,X., Grard,G., Durand,G.A., Zientara,S., Tapprest,J., L'Ambert,G., Durand,B., Desvaux,S., Lecollinet,S., de Lamballerie,X.	ANSES, Animal Health Laboratory, Maisons-Alfort	France	2020-11-17T00:00:00Z	7025/France/2018	Orthoflavivirus nilense	10995	complete	France	France	?	Accipiter gentilis	?	2018-10-06	?	West Nile virus isolate 7025/France/2018, complete genome	?
OX442297.1	126	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-115-19	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Mergus squamatus	?	2019	SAMEA14501087	West Nile virus isolate ED-I-115-19 genome assembly, complete genome: monopartite	?
MH986056.1	1104	West Nile virus	?	Ziegler,U., Luhken,R., Keller,M., Cadar,D., van der Grinten,E., Michel,F., Albrecht,K., Eiden,M., Rinder,M., Lachmann,L., Hoper,D., Vina-Rodriguez,A., Gaede,W., Pohl,A., Schmidt-Chanasit,J., Groschup,M.H., Luehken,R.	Bernhard Nocht Institute for Tropical Medicine, Virology	Germany	2019-01-10T00:00:00Z	?	Orthoflavivirus nilense	11018	complete	Germany	Germany	?	Turdus merula	?	2018	?	West Nile virus strain 1617/2018/Rostock/Ger, complete genome	?
OX451204.1	99	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-11T00:00:00Z	ED-I-219-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Phoenicopterus chilensis	?	2020-08-26	SAMEA14501128	West Nile virus isolate ED-I-219-20 genome assembly, complete genome: monopartite	?
OX442284.1	113	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-174-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Bubo scandiacus	?	2020-07-12	SAMEA14501089	West Nile virus isolate ED-I-174-20 genome assembly, complete genome: monopartite	?
LR743446.1	579	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-109_19	Orthoflavivirus nilense	11018	complete	Germany	Germany	?	Trichoglossus haematodus	?	2019-08-19	SAMEA6359450	West Nile virus isolate ED-I-109_19 genome assembly, complete genome: monopartite	?
LR743428.1	565	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-118_19	Orthoflavivirus nilense	11067	complete	Germany	Germany	?	Bubo scandiacus	?	2019-08-18	SAMEA6359437	West Nile virus isolate ED-I-118_19 genome assembly, complete genome: monopartite	?
LR743432.1	569	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-158_19	Orthoflavivirus nilense	11022	complete	Germany	Germany	?	Phoenicoparrus andinus	?	2019-08-30	SAMEA6359439	West Nile virus isolate ED-I-158_19 genome assembly, complete genome: monopartite	?
LR743429.1	566	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-142_18	Orthoflavivirus nilense	10930	complete	Germany	Germany	?	Strix aluco	?	2018-09-19	SAMEA6359430	West Nile virus isolate ED-I-142_18 genome assembly, complete genome: monopartite	?
OX442293.1	122	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-339-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Phoenicopterus chilensis	?	2020-08-25	SAMEA14501097	West Nile virus isolate ED-I-339-20 genome assembly, complete genome: monopartite	?
LR743434.1	571	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-114_18	Orthoflavivirus nilense	11079	complete	Germany	Germany	?	Strix nebulosa	?	2018-09-03	SAMEA6359428	West Nile virus isolate ED-I-114_18 genome assembly, complete genome: monopartite	?
OX442303.1	132	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-194-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Cyanistes caeruleus	?	2020-08	SAMEA14501103	West Nile virus isolate ED-I-194-20 genome assembly, complete genome: monopartite	?
OX442311.1	140	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-244-20	Orthoflavivirus nilense	10986	complete	Germany	Germany	?	Corvus cornix	?	2020-08-18	SAMEA14501127	West Nile virus isolate ED-I-244-20 genome assembly, complete genome: monopartite	?
MZ964753.1	461	West Nile virus	?	Schneider,J., Bachmann,F., Choi,M., Kurvits,L., Schmidt,M.L., Bergfeld,L., Meier,I., Zuchowski,M., Werber,D., Hofmann,J., Ruprecht,K., Eckardt,K.U., Jones,T.C., Drosten,C., Corman,V.M., Corman,V.	Charite - Universitatsmedizin Berlin, Institute of Virology	Germany	2021-12-18T00:00:00Z	?	Orthoflavivirus nilense	10305	partial	Germany	Germany	?	Homo sapiens	urine	2021-08	?	West Nile virus strain CHVir-25910/2021 polyprotein gene, complete cds	?
LR743452.1	585	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-173_19	Orthoflavivirus nilense	11026	complete	Germany	Germany	?	Strix nebulosa	?	2019-09-04	SAMEA6359453	West Nile virus isolate ED-I-173_19 genome assembly, complete genome: monopartite	?
OX442274.1	103	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-281-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Phoenicopterus sp.	?	2020-09	SAMEA14501110	West Nile virus isolate ED-I-281-20 genome assembly, complete genome: monopartite	?
OX442278.1	107	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-260-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Serinus canaria	?	2020-09	SAMEA14501116	West Nile virus isolate ED-I-260-20 genome assembly, complete genome: monopartite	?
LR743458.1	591	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-164_19	Orthoflavivirus nilense	11022	complete	Germany	Germany	?	Bubo scandiacus	?	2019-09-03	SAMEA6359448	West Nile virus isolate ED-I-164_19 genome assembly, complete genome: monopartite	?
LR743442.1	575	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-87_19	Orthoflavivirus nilense	11073	complete	Germany	Germany	?	Cyanistes caeruleus	?	2019-08-08	SAMEA6359436	West Nile virus isolate ED-I-87_19 genome assembly, complete genome: monopartite	?
OX442291.1	120	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-283-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Bubo scandiacus	?	2020-09-02	SAMEA14501099	West Nile virus isolate ED-I-283-20 genome assembly, complete genome: monopartite	?
MN794935.1	592	West Nile virus	?	Ziegler,U., Santos,P.D., Groschup,M.H., Hattendorf,C., Eiden,M., Hoper,D., Eisermann,P., Keller,M., Michel,F., Klopfleisch,R., Muller,K., Werner,D., Kampen,H., Beer,M., Frank,C., Lachmann,R., Tews,B.A., Wylezich,C., Rinder,M., Lachmann,L., Grunewald,T., Szentiks,C.A., Sieg,M., Schmidt-Chanasit,J., Cadar,D., Luhken,R., Luehken,R.	Bernhard Nocht Institute for Tropical Medicine, Arbovirology	Germany	2020-05-01T00:00:00Z	?	Orthoflavivirus nilense	11043	complete	Germany	Germany	?	Homo sapiens	?	2019	?	West Nile virus strain BNI-10/19, complete genome	?
MH924836.1	1184	West Nile virus	?	Ziegler,U., Luhken,R., Keller,M., Cadar,D., van der Grinten,E., Michel,F., Albrecht,K., Eiden,M., Rinder,M., Lachmann,L., Hoper,D., Vina-Rodriguez,A., Gaede,W., Pohl,A., Schmidt-Chanasit,J., Groschup,M.H., Hoeper,D.	Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Institute of Novel and Emerging Infectious Diseases	Germany	2018-12-29T00:00:00Z	ED-I-33/18-UM	Orthoflavivirus nilense	11080	complete	Germany	Germany	?	Strix nebulosa	spleen, abdominal cavity	2018-08-22	?	West Nile virus isolate ED-I-33/18-UM, complete genome	?
MN794938.1	595	West Nile virus	?	Ziegler,U., Santos,P.D., Groschup,M.H., Hattendorf,C., Eiden,M., Hoper,D., Eisermann,P., Keller,M., Michel,F., Klopfleisch,R., Muller,K., Werner,D., Kampen,H., Beer,M., Frank,C., Lachmann,R., Tews,B.A., Wylezich,C., Rinder,M., Lachmann,L., Grunewald,T., Szentiks,C.A., Sieg,M., Schmidt-Chanasit,J., Cadar,D., Luhken,R., Luehken,R.	Bernhard Nocht Institute for Tropical Medicine, Arbovirology	Germany	2020-05-01T00:00:00Z	?	Orthoflavivirus nilense	11056	complete	Germany	Germany	?	Passer domesticus	?	2019	?	West Nile virus strain BNI-2615, complete genome	?
OX442309.1	138	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-203-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Athene noctua	?	2020-08-18	SAMEA14501093	West Nile virus isolate ED-I-203-20 genome assembly, complete genome: monopartite	?
MW142224.1	492	West Nile virus	?	Pietsch,C., Michalski,D., Munch,J., Petros,S., Bergs,S., Trawinski,H., Lubbert,C., Liebert,U.G.	Leipzig University Hospital, Institute of Virologie	Germany	2020-11-29T00:00:00Z	LE3/2020/Leipzig/Germany	Orthoflavivirus nilense	11005	complete	Germany	Germany	?	Homo sapiens	?	2020-08	?	West Nile virus isolate LE3/2020/Leipzig/Germany, complete genome	?
LR743450.1	583	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-202_19	Orthoflavivirus nilense	11019	complete	Germany	Germany	?	Phoenicopterus chilensis	?	2019-09-09	SAMEA6359454	West Nile virus isolate ED-I-202_19 genome assembly, complete genome: monopartite	?
LR743423.1	560	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-156_19	Orthoflavivirus nilense	11027	complete	Germany	Germany	?	Accipiter gentilis	?	2019-08-31	SAMEA6359441	West Nile virus isolate ED-I-156_19 genome assembly, complete genome: monopartite	?
LR743433.1	570	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-82_18	Orthoflavivirus nilense	11072	complete	Germany	Germany	?	Accipiter gentilis	?	2018-09-01	SAMEA6359429	West Nile virus isolate ED-I-82_18 genome assembly, complete genome: monopartite	?
OQ326499.1	72	West Nile virus	?	Bergmann,F., Fischer,D., Fischer,L., Maisch,H., Risch,T., Dreyer,S., Sadeghi,B., Geelhaar,D., Grund,L., Merz,S., Groschup,M.H., Ziegler,U.	Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases	Germany	2023-04-10T00:00:00Z	M4888	Orthoflavivirus nilense	10305	partial	Germany	Germany	?	Trichoglossus moluccanus	blood	2021-05-19	?	West Nile virus isolate M4888 polyprotein gene, complete cds	?
LR743453.1	586	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-94_19	Orthoflavivirus nilense	11019	complete	Germany	Germany	?	Equus ferus	?	2019-08-14	SAMEA6359458	West Nile virus isolate ED-I-94_19 genome assembly, complete genome: monopartite	?
LR743454.1	587	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-205_19	Orthoflavivirus nilense	11023	complete	Germany	Germany	?	Parus major	?	2019-09-09	SAMEA6359455	West Nile virus isolate ED-I-205_19 genome assembly, complete genome: monopartite	?
OX442276.1	105	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-196-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Buteo	?	2020-08	SAMEA14501112	West Nile virus isolate ED-I-196-20 genome assembly, complete genome: monopartite	?
LR743457.1	590	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-208_19	Orthoflavivirus nilense	11022	complete	Germany	Germany	?	Accipiter gentilis	?	2019-09-05	SAMEA6359457	West Nile virus isolate ED-I-208_19 genome assembly, complete genome: monopartite	?
OX442280.1	109	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-245-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Phoenicopterus sp.	?	2020-08	SAMEA14501115	West Nile virus isolate ED-I-245-20 genome assembly, complete genome: monopartite	?
OX442282.1	111	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-340-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Phoenicopterus ruber	?	2020-08-22	SAMEA14501111	West Nile virus isolate ED-I-340-20 genome assembly, complete genome: monopartite	?
LR743436.1	573	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-89_18	Orthoflavivirus nilense	11069	complete	Germany	Germany	?	Accipiter gentilis	?	2018-09-10	SAMEA6359431	West Nile virus isolate ED-I-89_18 genome assembly, complete genome: monopartite	?
OX442286.1	115	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-216-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Cyanistes caeruleus	?	2020-08	SAMEA14501121	West Nile virus isolate ED-I-216-20 genome assembly, complete genome: monopartite	?
LR989891.1	465	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2021-11-25T00:00:00Z	ED-I-115/19	Orthoflavivirus nilense	11046	complete	Germany	Germany	?	Mergus squamatus	?	2019	SAMEA7589737	West Nile virus isolate ED-I-115/19 genome assembly, complete genome: monopartite	?
LR743443.1	576	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-107-18	Orthoflavivirus nilense	11068	complete	Germany	Germany	?	Bubo scandiacus	?	2018-09-05	SAMEA6359432	West Nile virus isolate ED-I-107-18 genome assembly, complete genome: monopartite	?
LR743425.1	562	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2020-06-10T00:00:00Z	ED-I-62_19	Orthoflavivirus nilense	11060	complete	Germany	Germany	?	Bubo scandiacus	?	2019-07-03	SAMEA6359433	West Nile virus isolate ED-I-62_19 genome assembly, complete genome: monopartite	?
OX442294.1	123	West Nile virus	?	?	Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493	Germany	2023-03-02T00:00:00Z	ED-I-208-20	Orthoflavivirus nilense	10988	complete	Germany	Germany	?	Accipiter gentilis	?	2020-08-14	SAMEA14501101	West Nile virus isolate ED-I-208-20 genome assembly, complete genome: monopartite	?
